Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-117.69,34.04,5,4459,896,2028,881,40096,0
-117.7,34.04,13,5301,1025,2870,984,35954,0
-117.71,34.04,20,1950,310,1054,312,46250,1
-117.71,34.04,17,4098,733,1859,713,29811,1
-117.72,34.03,17,2902,476,1652,479,56029,0
-117.72,34.02,17,1781,262,860,256,65958,1
-117.73,34.01,36,2340,392,1213,388,41250,1
-117.72,34,15,4363,690,2410,666,54824,0
-117.68,34,5,3761,580,2335,648,57338,1
-117.69,34,28,707,154,561,129,25781,0
-117.7,34,15,4905,711,2711,762,57021,0
-117.71,34.02,17,12689,2426,7343,2230,36361,0
-117.71,34.03,11,3467,749,2163,676,34267,0
-117.67,34.03,20,8561,1411,4861,1450,47056,0
-117.68,34.03,16,2859,668,1946,591,30396,0
-117.69,34.03,20,6374,1412,3690,1350,34184,0
-117.68,34.01,20,7326,1555,5718,1538,32073,0
-117.69,34.01,30,2598,573,2170,518,23000,0
-117.68,34.15,24,1033,189,486,204,41719,1
-117.66,34.15,25,3430,485,1284,438,85282,1
-117.64,34.15,16,2896,404,1165,379,64559,1
-117.68,34.15,4,4082,578,1996,580,67813,1
-117.68,34.14,4,4791,695,1871,659,69532,1
-117.66,34.14,11,3628,469,1488,463,70844,1
-117.66,34.14,8,1692,253,857,251,69418,1
-117.66,34.15,20,2524,311,965,285,80103,1
-117.65,34.14,16,2196,287,949,289,86573,1
-117.69,34.13,8,2915,371,1271,354,79627,1
-117.67,34.13,10,2846,362,1221,355,77234,1
-117.66,34.13,17,3229,405,1289,407,63842,1
-117.67,34.12,15,3162,495,1145,473,53525,0
-117.66,34.13,19,3995,554,1523,509,60750,1
-117.66,34.12,22,2272,278,933,305,88204,1
-117.65,34.14,9,3877,490,1815,490,84839,1
-117.65,34.13,24,2121,296,913,302,59328,1
-117.65,34.12,17,3006,427,1291,406,62083,1
-117.63,34.12,4,4323,775,1479,663,60758,1
-117.64,34.12,18,3605,534,1682,480,58407,1
-117.65,34.11,29,2927,634,1710,623,36219,0
-117.64,34.11,16,2129,420,932,379,25868,0
-117.63,34.11,30,2674,428,1404,456,42969,0
-117.69,34.11,16,2427,522,794,491,26929,0
-117.68,34.12,16,2181,321,1133,350,57214,1
-117.68,34.11,16,3190,471,1414,464,55292,1
-117.66,34.12,16,3853,541,1726,497,61195,1
-117.66,34.11,19,3445,661,1635,580,50681,1
-117.65,34.12,27,2298,340,1071,369,65587,1
-117.65,34.11,28,2788,370,1140,385,53368,1
-117.69,34.1,17,3759,1035,1722,847,26074,0
-117.68,34.1,11,7392,1796,3841,1621,28326,0
-117.67,34.1,28,1263,248,601,219,38750,0
-117.67,34.1,19,2969,605,1326,573,43438,0
-117.65,34.1,19,1688,365,622,322,36000,0
-117.66,34.1,37,1971,345,939,358,34634,0
-117.66,34.1,26,1855,553,1109,536,22429,0
-117.65,34.1,30,1461,341,1014,345,24667,0
-117.68,34.09,22,1547,334,773,316,29812,0
-117.67,34.09,17,4418,1256,2417,1094,27266,0
-117.66,34.09,26,1151,200,593,188,36667,0
-117.66,34.09,20,2462,496,1117,458,32321,0
-117.66,34.09,23,1426,313,954,319,30357,0
-117.65,34.09,33,2446,396,1209,412,43958,0
-117.62,34.13,20,3216,516,1655,524,51261,0
-117.62,34.11,17,1869,311,831,262,61480,1
-117.62,34.11,31,2561,414,1204,435,44637,0
-117.63,34.1,15,4799,1209,2554,1057,26582,0
-117.63,34.09,8,3557,890,2251,765,26818,0
-117.64,34.09,34,2839,659,1822,631,30500,0
-117.65,34.09,46,1214,281,701,294,27083,0
-117.65,34.1,44,1526,337,831,326,30284,0
-117.65,34.1,44,2808,585,1444,550,27159,0
-117.68,34.08,21,5662,1185,3067,1055,33482,0
-117.68,34.08,28,2459,492,1230,498,30978,0
-117.67,34.07,29,1840,388,1278,368,35036,0
-117.68,34.07,24,2626,692,2204,647,17806,0
-117.68,34.07,32,1775,314,1067,302,40375,0
-117.65,34.08,35,2621,391,1074,391,47176,0
-117.65,34.08,38,2750,572,1410,483,33836,0
-117.66,34.07,37,2454,511,1165,504,29474,0
-117.66,34.06,24,4043,952,2174,859,22244,0
-117.66,34.07,36,2072,408,964,395,28702,0
-117.66,34.07,33,2081,409,1008,375,25870,0
-117.66,34.08,36,1485,236,623,261,33036,0
-117.66,34.08,33,3659,590,1773,615,39227,0
-117.64,34.08,37,2576,468,1284,428,33958,0
-117.64,34.07,43,1970,379,1036,391,32083,0
-117.65,34.08,52,2264,439,1031,437,33750,0
-117.65,34.08,40,1609,258,624,242,54689,0
-117.64,34.08,35,1254,241,729,253,34950,0
-117.64,34.08,33,1987,455,1369,475,24464,0
-117.63,34.08,38,1810,371,1257,354,38355,0
-117.63,34.07,39,2650,511,1537,495,34432,0
-117.62,34.07,15,4061,811,2884,734,33936,0
-117.62,34.08,30,1372,235,1047,225,31597,0
-117.63,34.09,19,3490,816,2818,688,28977,0
-117.62,34.09,26,3271,595,2259,566,40139,0
-117.62,34.08,22,2626,631,1678,557,31250,0
-117.62,34.08,24,2801,554,2064,529,44946,0
-117.61,34.08,20,3550,736,2229,681,30199,0
-117.61,34.09,23,1945,362,1483,383,44205,0
-117.61,34.09,11,2000,391,1503,426,46167,0
-117.61,34.08,12,4427,,2400,843,47147,0
-117.6,34.08,15,2700,460,1432,449,49063,0
-117.65,34.07,35,2501,651,1182,591,14464,0
-117.65,34.07,52,1041,252,558,231,19236,0
-117.65,34.06,41,465,130,349,138,20893,0
-117.62,34.07,16,6009,1599,5110,1389,25677,0
-117.64,34.07,30,2787,713,2647,693,22765,0
-117.64,34.07,38,2450,544,1823,536,28370,0
-117.64,34.07,52,1644,372,1269,355,26913,0
-117.67,34.06,26,1592,429,1182,365,24583,0
-117.66,34.06,39,1405,339,1489,336,16080,0
-117.65,34.06,41,1171,334,1479,334,22500,0
-117.64,34.06,43,763,219,851,198,17292,0
-117.64,34.06,50,637,143,590,147,19659,0
-117.63,34.06,39,1210,310,1294,303,23636,0
-117.66,34.05,36,2341,520,2138,523,23347,0
-117.66,34.05,33,960,216,831,222,25391,0
-117.66,34.05,6,5129,1119,2533,949,36250,0
-117.67,34.04,16,3260,501,1973,535,46563,0
-117.66,34.04,16,2081,348,1332,356,47872,0
-117.66,34.05,14,2644,525,2021,511,36467,0
-117.65,34.04,15,3393,,2039,611,39336,0
-117.66,34.04,10,3657,695,2079,663,42054,0
-117.67,34.05,6,2833,628,1717,589,32062,0
-117.67,34.04,13,2295,374,1284,378,52551,0
-117.67,34.04,13,1543,,776,358,30598,0
-117.68,34.04,27,574,103,321,103,39107,0
-117.65,34.02,9,2107,411,1138,389,44042,0
-117.66,34.03,14,2137,345,1151,352,57530,0
-117.67,34.02,16,3042,524,1516,475,48906,0
-117.66,34.02,11,3358,504,1690,482,67544,1
-117.65,34.03,15,4420,903,2373,858,34490,0
-117.65,34.04,28,2360,607,2623,592,25048,0
-117.64,34.05,32,1129,251,1378,268,30057,0
-117.64,34.05,27,1407,362,1684,350,21944,0
-117.64,34.03,11,2050,382,1044,371,48281,0
-117.64,34.04,21,1801,507,2556,484,24716,0
-117.64,34.03,10,3194,579,2088,549,41779,0
-117.64,34.02,10,4887,930,2637,831,40611,0
-117.63,34.02,13,4864,729,2780,723,56168,0
-117.62,34.02,9,4265,587,2280,589,55632,0
-117.62,34.03,15,3942,661,2240,621,48311,0
-117.62,34.02,16,2040,325,1207,324,50431,0
-117.61,34.02,15,1791,346,1219,328,38125,0
-117.6,34.02,16,2103,348,1305,356,52849,0
-117.6,34.03,16,1499,232,918,239,55677,0
-117.62,34.05,33,883,211,1007,210,28281,0
-117.61,34.04,8,4116,766,1785,745,31672,0
-117.66,34.02,12,5616,871,3019,782,55425,1
-117.64,34.02,6,248,47,119,42,21250,1
-117.61,34.01,25,352,41,99,34,39696,1
-117.61,34.02,8,63,9,25,7,77197,1
-117.64,33.99,29,1005,152,513,149,24375,0
-117.66,34,5,1387,236,855,270,54110,1
-117.6,33.98,26,1225,199,717,204,27284,1
-117.63,33.94,36,447,95,2886,85,42578,0
-117.58,34,2,7544,1516,2801,1001,40037,1
-117.57,34.15,3,12806,2219,4249,1499,54850,1
-117.57,34.13,5,6135,879,2795,781,59369,1
-117.54,34.12,4,17577,2819,7766,2473,51333,0
-117.54,34.11,16,2114,374,1463,399,39241,0
-117.51,34.14,21,2455,381,1094,327,46437,0
-117.5,34.12,2,11965,1802,4436,1296,52850,0
-117.51,34.16,2,718,98,119,50,41000,1
-117.55,34.14,3,5710,919,2874,886,53638,1
-117.59,34.16,10,9467,1181,3819,1122,78252,1
-117.58,34.14,7,11818,1745,5499,1600,53678,1
-117.62,34.15,16,13556,1704,5669,1668,65138,1
-117.61,34.14,14,15809,2485,7363,2410,55198,1
-117.61,34.13,21,8416,1386,4308,1341,44611,0
-117.61,34.12,17,6709,1198,3954,1161,46997,0
-117.59,34.13,10,20263,3915,9716,3744,38505,0
-117.58,34.11,14,11635,2055,6443,2009,47547,0
-117.6,34.11,18,6025,1062,3360,1028,48889,0
-117.56,34.12,4,6956,1271,3455,1228,47193,0
-117.56,34.12,4,5351,1210,2988,1101,37973,0
-117.61,34.1,9,18956,4095,10323,3832,36033,0
-117.59,34.1,17,3646,1035,1987,895,23603,0
-117.58,34.1,4,6360,1584,3359,1396,35186,0
-117.58,34.09,27,754,200,746,185,19531,0
-117.59,34.09,16,2401,465,1757,500,39755,0
-117.57,34.07,4,2152,580,1083,441,31458,0
-117.59,34.03,16,3443,562,2130,564,50769,0
-117.59,34.02,14,1463,261,881,245,47857,0
-117.58,34.02,4,5998,1092,3182,1042,52692,0
-117.57,34.02,5,6933,1311,3845,1285,46727,0
-117.53,34.06,18,5605,1303,4028,1145,29386,0
-117.53,34.1,5,2185,488,1379,458,37917,0
-117.42,34.13,4,11587,1796,5804,1705,48283,0
-117.43,34.12,7,5954,1071,3567,1070,32056,0
-117.45,34.13,16,5058,965,3388,878,36417,0
-117.46,34.14,10,714,131,381,119,8926,0
-117.47,34.12,6,10565,1767,5690,1555,41797,0
-117.46,34.1,35,908,226,667,203,25833,0
-117.46,34.1,7,1759,473,1064,328,19583,0
-117.46,34.09,8,4711,963,3310,988,35488,0
-117.48,34.09,32,3170,630,2612,580,36394,0
-117.48,34.09,32,1650,328,1124,290,31838,0
-117.48,34.1,30,2287,531,1796,503,25833,0
-117.46,34.08,18,3830,750,2767,702,36602,0
-117.46,34.07,19,3155,572,2482,642,29973,0
-117.48,34.08,28,1922,382,1565,340,39150,0
-117.48,34.08,17,1834,390,1253,357,31028,0
-117.47,34.07,24,1017,227,568,187,15972,0
-117.42,34.06,27,2532,495,1305,436,29107,0
-117.46,34.06,24,2831,478,1582,435,43397,0
-117.47,34.06,33,1379,273,884,229,27574,0
-117.49,34.05,20,1483,249,660,194,39464,1
-117.5,34.04,5,3958,665,2456,666,51647,0
-117.5,34.04,4,3428,649,2158,632,50175,0
-117.49,34.04,4,6034,1170,3527,1098,41775,0
-117.46,34.04,3,12870,2315,5820,1759,42429,0
-117.38,34.14,11,10804,1493,5221,1482,52460,0
-117.4,34.15,4,12156,1864,5020,1524,47909,0
-117.4,34.18,16,1769,254,1778,251,53671,0
-117.38,34.2,16,193,45,312,76,37578,0
-117.45,34.11,7,6356,1244,4052,1164,29112,0
-117.45,34.1,9,4288,1017,3156,900,27827,0
-117.45,34.1,6,5571,1316,4048,1154,20308,0
-117.42,34.11,25,4261,893,2319,702,33958,0
-117.42,34.1,18,3977,809,2231,742,41399,0
-117.43,34.1,34,1345,265,834,290,37011,0
-117.43,34.11,17,4109,884,2544,780,27757,0
-117.43,34.1,43,1898,418,971,366,24735,0
-117.44,34.1,43,1614,400,926,349,20750,0
-117.44,34.09,24,3477,831,2541,753,23682,0
-117.44,34.09,12,3598,828,2588,781,23750,0
-117.44,34.08,15,5024,992,3208,981,36025,0
-117.42,34.09,28,3193,525,1750,523,41375,0
-117.42,34.08,28,2300,419,1312,444,34844,0
-117.43,34.08,31,3207,560,1582,538,42630,0
-117.43,34.09,18,3172,632,1621,573,27437,0
-117.42,34.08,21,4460,930,2657,839,27569,0
-117.43,34.08,13,4563,1187,2475,1019,21189,0
-117.45,34.07,21,3465,639,2292,628,33553,0
-117.43,34.07,18,2453,537,1503,500,23768,0
-117.41,34.11,12,6758,1550,3204,1279,25181,0
-117.41,34.1,5,4937,1139,2204,812,25272,0
-117.4,34.08,21,3622,667,2503,720,38531,0
-117.41,34.08,38,1541,290,861,299,35655,0
-117.41,34.09,21,3300,587,1896,572,36466,0
-117.41,34.1,29,1362,251,776,253,31287,0
-117.41,34.11,29,3999,772,2602,760,35481,0
-117.4,34.11,14,1933,347,1443,376,42121,0
-117.39,34.11,5,2987,457,1821,485,48889,0
-117.39,34.11,16,1140,181,627,206,49444,0
-117.38,34.11,36,1497,264,894,275,33066,0
-117.38,34.11,32,3179,662,1878,661,31375,0
-117.39,34.1,12,7184,1516,4862,1235,24492,0
-117.39,34.1,19,1000,211,572,230,24028,0
-117.39,34.13,9,2228,398,1316,370,41632,0
-117.38,34.13,13,2903,510,1844,510,37198,0
-117.37,34.13,17,2681,470,1621,459,38750,0
-117.38,34.13,23,1326,300,722,263,21856,0
-117.37,34.13,12,1893,493,1054,389,23456,0
-117.38,34.12,17,5959,1208,4115,1088,24053,0
-117.39,34.12,7,5059,780,3253,801,49196,0
-117.38,34.09,8,3955,815,2184,725,33438,0
-117.36,34.09,32,3616,631,2131,593,32879,0
-117.37,34.08,17,2029,404,1190,437,29554,0
-117.38,34.08,11,5684,1139,3095,1036,36875,0
-117.38,34.07,6,1156,191,910,234,49091,0
-117.37,34.07,52,50,9,60,16,41250,1
-117.36,34.08,4,8866,1832,4775,1554,37348,0
-117.4,34.09,5,6190,993,3615,963,44034,0
-117.39,34.09,10,5736,945,3528,932,43958,0
-117.39,34.07,15,1966,331,1118,323,38558,0
-117.39,34.07,26,1387,277,664,239,30278,0
-117.4,34.07,28,2879,659,1661,554,20660,0
-117.37,34.1,44,2087,447,1270,423,23889,0
-117.37,34.1,10,3404,855,1656,675,16977,0
-117.35,34.12,22,5640,889,3157,887,41581,0
-117.36,34.11,35,2969,521,1555,503,32500,0
-117.37,34.12,32,3190,568,1614,512,38398,0
-117.37,34.13,18,5877,1043,3114,1002,40294,0
-117.35,34.13,26,3920,570,1862,552,37286,0
-117.36,34.1,29,2819,637,1683,608,23205,0
-117.36,34.1,31,2587,531,1227,489,23578,0
-117.36,34.1,33,1904,343,1366,338,36227,0
-117.38,34.06,17,3139,569,1612,516,33571,0
-117.4,34.06,17,5451,1008,3533,940,39191,0
-117.4,34.04,17,1906,334,1550,338,30250,0
-117.39,34.04,27,2919,549,1841,564,28682,0
-117.35,34.04,14,2991,522,1729,537,35139,0
-117.35,34.17,28,1905,372,1480,341,29844,0
-117.34,34.16,31,1606,354,1049,335,21935,0
-117.33,34.15,28,1473,333,1196,312,16993,0
-117.32,34.14,32,1691,353,1457,329,18438,0
-117.33,34.14,29,1646,391,1296,351,19423,0
-117.34,34.14,37,1834,393,1198,348,22250,0
-117.35,34.15,32,2699,552,2086,551,22974,0
-117.35,34.16,36,1717,348,1054,279,24444,0
-117.32,34.13,41,1837,409,1430,344,24524,0
-117.32,34.12,37,2868,574,2055,563,23508,0
-117.32,34.12,39,2210,498,1752,477,14066,0
-117.33,34.12,33,933,219,838,211,13417,0
-117.33,34.13,30,2335,363,1214,311,22449,0
-117.33,34.13,18,3009,740,2317,659,16375,0
-117.34,34.13,29,1494,286,991,280,21250,0
-117.34,34.13,29,331,85,341,107,7069,0
-117.32,34.11,38,1462,337,1208,324,22604,0
-117.32,34.11,41,1229,302,994,270,14891,0
-117.33,34.12,38,1703,385,1356,363,20391,0
-117.34,34.12,26,1008,164,568,196,33516,0
-117.34,34.11,29,2912,566,2188,518,32656,0
-117.35,34.11,34,2104,388,1578,365,30833,0
-117.34,34.1,14,11827,2445,6640,2299,24878,0
-117.35,34.09,14,5983,1224,3255,1150,25902,0
-117.35,34.2,5,9269,1605,4916,1519,44367,0
-117.38,34.22,16,774,122,489,136,57628,1
-117.41,34.24,20,1160,181,543,188,52072,0
-117.41,34.23,17,889,131,439,141,61426,0
-117.28,34.17,26,3106,603,1396,576,31736,0
-117.28,34.17,26,3728,888,1765,727,17456,0
-117.29,34.17,35,4174,847,2127,778,32232,0
-117.3,34.18,28,2685,425,1304,420,43676,0
-117.3,34.17,30,2483,573,1172,438,18750,0
-117.31,34.17,25,2795,596,1650,569,30078,0
-117.32,34.17,6,5661,1287,2943,1162,36362,0
-117.3,34.18,19,2526,381,1176,381,55136,0
-117.32,34.19,6,1068,182,999,188,47222,0
-117.34,34.18,7,2914,481,1584,499,46312,0
-117.33,34.17,5,4718,1140,2564,1056,29877,0
-117.33,34.17,13,3616,665,2189,620,37949,0
-117.32,34.16,9,711,139,316,152,40156,0
-117.31,34.15,7,5747,1307,2578,1147,33281,0
-117.3,34.15,33,1607,282,608,260,43438,0
-117.3,34.15,38,740,163,332,138,24107,0
-117.3,34.15,40,961,199,509,182,20600,0
-117.3,34.14,39,1781,335,841,320,19432,0
-117.31,34.14,44,1487,273,972,281,32292,0
-117.31,34.14,38,2011,448,1190,403,18654,0
-117.31,34.15,34,2037,385,1195,391,39231,0
-117.3,34.15,45,942,166,401,174,38594,0
-117.31,34.13,38,1287,284,1047,269,22865,0
-117.3,34.12,34,1127,275,971,249,20583,0
-117.31,34.12,37,1412,343,1127,351,11667,0
-117.31,34.13,35,1622,393,1296,362,19286,0
-117.31,34.13,36,1076,283,773,224,26307,0
-117.3,34.11,42,525,111,444,120,26771,0
-117.31,34.11,38,1208,321,1225,317,14663,0
-117.31,34.11,52,851,190,731,190,19044,0
-117.31,34.11,41,1105,257,816,197,19375,0
-117.31,34.1,52,1457,415,1238,341,20089,0
-117.3,34.1,44,589,130,504,137,17750,0
-117.31,34.1,28,2899,755,2406,655,15208,0
-117.32,34.1,27,2053,461,1737,463,31213,0
-117.32,34.1,42,801,176,711,183,18681,0
-117.3,34.09,40,1051,244,745,243,21842,0
-117.31,34.09,34,1336,345,1009,311,16080,0
-117.27,34.16,32,2894,427,1151,446,62236,0
-117.28,34.15,36,1734,280,604,259,38292,0
-117.28,34.15,38,1981,343,796,344,38125,0
-117.29,34.15,42,1811,345,856,352,29667,0
-117.29,34.16,38,2458,488,1135,453,28750,0
-117.28,34.16,26,2469,532,1068,501,19832,0
-117.28,34.16,35,2028,456,972,398,23778,0
-117.28,34.15,32,2170,430,815,401,31765,0
-117.28,34.14,40,2364,438,968,416,34906,0
-117.29,34.14,52,1683,266,646,256,40481,0
-117.29,34.15,49,1820,321,757,324,32976,0
-117.28,34.14,40,2190,496,1214,493,23947,0
-117.29,34.14,45,1598,314,771,319,25417,0
-117.29,34.14,48,1717,307,610,267,31250,0
-117.29,34.14,39,1989,401,805,341,24250,0
-117.3,34.14,37,1454,261,761,248,23438,0
-117.28,34.13,44,2469,568,1363,517,18396,0
-117.28,34.13,29,2077,577,1418,524,18281,0
-117.3,34.13,52,1859,395,968,333,12034,0
-117.29,34.13,52,2424,528,1171,455,14815,0
-117.28,34.12,36,2991,822,2378,751,13571,0
-117.29,34.12,40,2198,612,1517,531,10951,0
-117.29,34.13,44,2337,563,1238,467,15156,0
-117.3,34.13,42,2115,557,1532,494,14531,0
-117.3,34.12,43,1018,261,736,215,26000,0
-117.28,34.12,47,2456,611,1653,512,13973,0
-117.29,34.12,47,1648,432,1308,385,12069,0
-117.29,34.12,45,1369,351,1046,274,18438,0
-117.3,34.12,50,1629,437,1581,394,22019,0
-117.29,34.11,48,1498,448,1586,455,11687,0
-117.29,34.11,35,2014,677,1714,612,7075,0
-117.29,34.11,35,2426,715,1920,586,15561,0
-117.28,34.11,39,1573,418,1258,359,14896,0
-117.29,34.1,19,1204,405,844,424,7235,0
-117.29,34.09,24,1451,387,1178,330,11806,0
-117.3,34.1,49,60,11,76,13,25625,0
-117.28,34.09,44,376,,273,107,22917,0
-117.3,34.07,34,567,143,387,138,17981,0
-117.25,34.16,31,1516,238,596,255,43362,0
-117.25,34.16,37,1709,278,744,274,37188,0
-117.25,34.16,35,2707,481,1595,479,39018,0
-117.25,34.15,30,1770,380,990,348,33000,0
-117.26,34.15,33,2271,389,1100,380,35978,0
-117.26,34.16,31,3538,658,1715,663,37125,0
-117.26,34.17,30,1937,351,945,344,38906,0
-117.27,34.17,16,30,3,49,8,46250,1
-117.25,34.15,22,7935,1976,4523,1791,21465,0
-117.25,34.14,19,5163,1229,2680,1141,22482,0
-117.27,34.14,36,3795,676,1742,585,41000,0
-117.27,34.14,35,1517,257,658,245,44435,0
-117.27,34.15,35,1490,253,705,253,33616,0
-117.25,34.13,33,2898,503,1374,487,36856,0
-117.25,34.13,37,2498,472,1291,487,30000,0
-117.26,34.13,37,2403,550,1234,493,20000,0
-117.26,34.13,39,3521,747,2256,721,21375,0
-117.27,34.12,31,2209,636,1314,562,17235,0
-117.27,34.13,40,1298,254,793,268,30721,0
-117.27,34.13,36,3337,687,2388,589,29628,0
-117.25,34.13,35,861,148,381,138,25234,0
-117.25,34.12,17,3107,752,2160,643,18463,0
-117.25,34.11,32,2910,641,2011,614,27473,0
-117.27,34.12,27,2896,684,1514,668,14620,0
-117.27,34.12,52,954,246,943,256,8658,0
-117.25,34.11,30,2173,560,1509,486,14079,0
-117.26,34.11,33,1210,288,850,238,12171,0
-117.27,34.11,44,567,134,565,150,18281,0
-117.27,34.1,9,3904,1042,3688,896,18022,0
-117.33,34.09,29,1960,415,1681,435,29292,0
-117.33,34.08,35,2240,423,1394,396,31799,0
-117.33,34.08,37,2267,405,1175,403,37500,0
-117.33,34.07,32,2086,458,1355,412,25238,0
-117.34,34.07,46,1851,425,1100,377,20461,0
-117.34,34.08,35,1380,248,730,264,32305,0
-117.34,34.08,33,4924,1007,3502,953,32330,0
-117.32,34.09,38,1585,345,1347,368,23750,0
-117.32,34.09,30,1129,251,1034,237,23917,0
-117.32,34.08,41,1359,264,786,244,25208,0
-117.32,34.08,46,1308,276,576,244,31875,0
-117.32,34.07,52,1226,269,693,272,19963,0
-117.32,34.06,52,802,160,564,131,21591,0
-117.33,34.05,26,613,149,431,130,13977,0
-117.33,34.06,42,530,123,390,124,10469,0
-117.33,34.06,48,732,149,486,139,25673,0
-117.33,34.06,36,755,157,625,152,20242,0
-117.32,34.06,46,476,102,476,91,14511,0
-117.31,34.08,43,1697,387,1181,352,19234,0
-117.31,34.08,40,2011,495,1528,469,19375,0
-117.31,34.07,40,2936,732,2024,676,21139,0
-117.32,34.07,26,971,245,592,207,21125,0
-117.31,34.08,37,953,231,611,230,19926,0
-117.31,34.05,6,7423,2111,4092,1789,27002,0
-117.33,34.04,18,1837,388,727,336,25187,0
-117.33,34.03,14,1582,347,825,259,28281,0
-117.31,34.04,29,2481,383,1188,385,47344,0
-117.31,34.04,5,2785,577,1310,536,33900,0
-117.3,34.05,6,2155,,1039,391,16675,0
-117.3,34.05,7,4672,1121,2534,1046,34228,0
-117.29,34.06,7,1971,403,1336,423,45066,0
-117.28,34.06,2,1658,290,868,304,51365,0
-117.32,34.02,17,1779,292,1006,293,46708,0
-117.33,34.03,18,2342,402,1264,382,47986,0
-117.32,34.03,13,3853,761,1685,669,39024,0
-117.31,34.03,24,1966,299,786,302,50318,0
-117.31,34.03,9,1199,187,629,207,57393,0
-117.31,34.02,18,1634,274,899,285,52139,0
-117.29,34.03,9,8185,1525,3630,1466,41667,0
-117.27,34.09,36,848,186,737,169,9838,0
-117.27,34.08,38,1093,256,856,212,14279,0
-117.25,34.08,30,2981,605,1784,573,24500,0
-117.25,34.07,21,3067,706,2140,687,24432,0
-117.27,34.07,21,418,132,401,120,17206,0
-117.24,34.04,17,3362,507,1520,496,61986,1
-117.25,34.04,18,5761,1063,2763,1058,44472,0
-117.27,34.05,34,1703,395,849,359,31607,0
-117.27,34.06,20,5258,1514,3780,1404,20250,0
-117.25,34.06,23,4503,1156,3264,937,19821,0
-117.25,34.06,18,5009,1108,2948,963,30042,0
-117.24,34.04,5,1775,234,726,222,79780,1
-117.24,34.04,4,4289,682,1981,705,53366,0
-117.24,34.06,9,3603,786,1782,718,32604,0
-117.23,34.15,17,5036,817,2084,833,46445,0
-117.23,34.14,16,2577,521,956,472,25625,0
-117.24,34.14,6,2383,606,1301,488,30160,0
-117.24,34.15,23,3847,608,1621,630,46111,0
-117.24,34.15,26,2041,293,936,375,60000,0
-117.21,34.14,16,1613,245,811,267,52591,0
-117.22,34.15,9,2524,352,1139,362,62516,0
-117.2,34.15,18,1859,251,747,256,77320,0
-117.2,34.14,14,2647,524,989,479,31513,0
-117.2,34.14,18,1920,333,890,323,51590,0
-117.24,34.13,24,1203,310,594,187,11522,0
-117.24,34.13,26,3774,716,1913,620,33534,0
-117.23,34.12,6,4464,1093,2364,952,23848,0
-117.23,34.13,10,1145,293,726,251,16450,0
-117.22,34.13,10,5951,1330,3204,1159,27011,0
-117.2,34.13,14,3998,711,1509,665,34138,0
-117.22,34.12,34,2457,499,1538,507,28090,0
-117.21,34.13,31,3037,565,1834,575,33445,0
-117.2,34.12,24,3532,618,1681,590,35000,0
-117.24,34.12,29,2654,667,1822,593,21563,0
-117.24,34.11,23,1920,454,1161,358,22109,0
-117.23,34.11,22,1162,221,995,244,25875,0
-117.23,34.12,18,1439,319,699,310,21071,0
-117.23,34.11,33,2170,500,1425,472,20133,0
-117.22,34.12,30,2512,597,1390,523,23725,0
-117.22,34.11,26,2972,,1972,532,20388,0
-117.21,34.12,32,1677,354,1021,339,36853,0
-117.21,34.11,27,1245,229,692,234,32176,0
-117.21,34.11,26,1757,304,905,281,34103,0
-117.19,34.1,5,2167,384,1174,358,40114,0
-117.21,34.08,5,5749,1385,2382,1088,30587,0
-117.22,34.07,8,3065,692,1440,666,32368,0
-117.17,34.12,2,3867,573,1275,433,54138,0
-117.12,34.1,40,96,14,46,14,32708,0
-117.17,34.12,3,15695,2248,6080,1920,62178,0
-117.18,34.08,28,2243,399,1464,379,32105,0
-117.19,34.08,22,2467,555,1567,494,26536,0
-117.19,34.08,5,4458,751,2392,773,45938,0
-117.18,34.07,14,1258,245,752,264,33924,0
-117.18,34.07,28,1306,279,885,255,21154,0
-117.18,34.07,7,1347,301,799,276,29485,0
-117.18,34.06,26,1953,446,1284,414,13485,0
-117.18,34.06,28,699,180,432,168,21875,0
-117.19,34.06,37,1467,348,1316,339,14480,0
-117.19,34.07,40,2374,500,1772,455,21890,0
-117.18,34.06,52,954,233,533,239,13021,0
-117.19,34.06,21,6107,1559,2805,1444,25643,0
-117.18,34.05,29,3436,731,1323,676,24943,0
-117.17,34.05,29,4007,700,1576,696,31801,0
-117.18,34.04,41,1766,288,753,278,49125,0
